label,message,cleaned_message,message_length,word_count,has_number,has_currency,uppercase_ratio,label_encoded
ham,K do I need a login or anything,login anything,31,8,0,0,0.06451612903225806,0
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,dont forget place many free requests stchoicecouk wish information call,120,19,1,0,0.06666666666666667,1
ham,LOL ... No just was busy,lol busy,24,6,0,0,0.16666666666666666,0
ham,What * u wearing?,wearing,17,4,0,0,0.058823529411764705,0
ham,Oh:)as usual vijay film or its different?,ohas usual vijay film different,41,7,0,0,0.024390243902439025,0
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,dont dont send chat lets find each other pmsg rcvd hgsuitelandsrowwjhl ldn years over,158,28,1,0,0.12658227848101267,1
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?,good day mine really busy much tomorrow night,80,17,0,0,0.025,0
ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.,way send shades stuff wonderful,85,18,0,0,0.023529411764705882,0
ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,really tot paper ended long ago wat copied jus happy lar still haf study,115,25,1,0,0.043478260869565216,0
spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",thank winner notified sms good luck future marketing reply stop customer services,115,18,1,0,0.06956521739130435,1
ham,Babe ? I lost you ... :-(,babe lost,25,7,0,0,0.08,0
ham,Ok... Help me ask if she's working tmr a not?,help ask shes working tmr,45,10,0,0,0.044444444444444446,0
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,driving raining ill caught mrt station lor,70,13,0,0,0.04285714285714286,0
ham,Not a drop in the tank,drop tank,22,6,0,0,0.045454545454545456,0
ham,(That said can you text him one more time?),text one time,43,9,0,0,0.023255813953488372,0
ham,Ok i go change also...,change,22,5,0,0,0.045454545454545456,0
spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(å£1.50p. m),girls many local virgins ready fil every sexual fil theirs text cute,140,30,1,1,0.03571428571428571,1
ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,find sitter kaitlyn sick slept day yesterday,72,15,0,0,0.027777777777777776,0
ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",sorry man accidentally left phone silent last night didnt check til,91,18,0,0,0.02197802197802198,0
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,hey something came last min wun signing tmr hee,70,14,0,0,0.05714285714285714,0
ham,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,hes adult learn experience theres real danger dont like peeps using drugs dont comment,140,26,0,0,0.02857142857142857,0
ham,Hey! There's veggie pizza... :/,hey theres veggie pizza,31,5,0,0,0.06451612903225806,0
ham,Yun buying... But school got offer 2000 plus only...,yun buying school offer plus,52,9,1,0,0.038461538461538464,0
ham,You sure your neighbors didnt pick it up,sure neighbors didnt pick,40,8,0,0,0.025,0
ham,K. I will sent it again,sent again,23,6,0,0,0.08695652173913043,0
ham,Well. Im computerless. Time to make some oreo truffles,well computerless time oreo truffles,54,9,0,0,0.05555555555555555,0
ham,"Haha yeah I see that now, be there in a sec",haha yeah sec,43,11,0,0,0.046511627906976744,0
ham,I am not having her number sir,having number sir,30,7,0,0,0.03333333333333333,0
ham,Lol now I'm after that hot air balloon!,lol after hot air balloon,39,8,0,0,0.05128205128205128,0
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,bus soon otherwise tomorrow,71,18,0,0,0.028169014084507043,0
ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,msgs time passthey silently thinking right making least moment ntswt drms shesil,146,31,1,0,0.04794520547945205,0
ham,"Yeah, we can probably swing by once my roommate finishes up with his girl",yeah probably swing once roommate finishes girl,73,14,0,0,0.0136986301369863,0
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",takes part wrc rally lucozade energy text rally packs lucozadecoukwrc itcould,159,32,1,0,0.1069182389937107,1
ham,Happy new years melody!,happy new years melody,23,4,0,0,0.043478260869565216,0
ham,ÌÏ dun need to pick ur gf?,dun pick,26,7,0,0,0.07692307692307693,0
ham,Yay! You better not have told that to 5 other girls either.,yay better told other girls either,59,12,1,0,0.03389830508474576,0
ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,horrible eat macs eat until forgot abt already rite long reply thk toot prepared wat eat,150,33,1,0,0.02666666666666667,0
ham,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",fantastic chance anything bigger life lift losing live first person die,167,38,1,0,0.03592814371257485,0
ham,Just nw i came to hme da..,came hme,26,7,0,0,0.038461538461538464,0
ham,"I'm outside islands, head towards hard rock and you'll run into me",outside islands head towards hard rock youll run,66,12,0,0,0.015151515151515152,0
ham,To day class is there are no class.,day class class,35,8,0,0,0.02857142857142857,0
ham,I'm in chennai velachery:),chennai velachery,26,4,0,0,0.038461538461538464,0
ham,You flippin your shit yet?,flippin shit yet,26,5,0,0,0.038461538461538464,0
ham,"K give me a sec, breaking a  &lt;#&gt;  at cstore",give sec breaking ltgt cstore,49,10,0,0,0.02040816326530612,0
ham,Am i that much bad to avoid like this?,much bad avoid like,38,9,0,0,0.02631578947368421,0
ham,"Yo, you around? Just got my car back",around car back,36,8,0,0,0.05555555555555555,0
ham,Annoying isn't it.,annoying isnt,18,3,0,0,0.05555555555555555,0
ham,"Goodmorning, Today i am late for  &lt;#&gt; min.",goodmorning today late ltgt min,48,8,0,0,0.041666666666666664,0
ham,There's no point hangin on to mr not right if he's not makin u happy,theres point hangin right hes makin happy,68,15,0,0,0.014705882352941176,0
ham,All will come alive.better correct any good looking figure there itself..,alivebetter correct good looking figure itself,73,11,0,0,0.0136986301369863,0
ham,In that case I guess I'll see you at campus lodge,case guess ill campus lodge,49,11,0,0,0.061224489795918366,0
ham,We're done...,done,13,2,0,0,0.07692307692307693,0
ham,Come to my home for one last time i wont do anything. Trust me.,home one last time wont anything trust,63,14,0,0,0.031746031746031744,0
ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,night worrying appt shame missed girls night quizzes popcorn doing hair,133,27,0,0,0.015037593984962405,0
spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 å£3/wk 087016248,sex mobile free sexy pic jordan text babe every sexy celeb pocketbabecouk pics,155,30,1,1,0.09032258064516129,1
spam,You have 1 new voicemail. Please call 08719181503,new voicemail please call,49,8,1,0,0.04081632653061224,1
ham,What he said is not the matter. My mind saying some other matter is there.,matter mind saying other matter,74,15,0,0,0.02702702702702703,0
ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",moan thin goes wrong faultal arguments faultfed himso bother hav thanxxx,138,31,1,0,0.014492753623188406,0
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,neft transaction reference number ltgt ltdecimalgt credited beneficiary account ltgt lttimegt ltgt,164,22,0,0,0.10365853658536585,0
ham,Otherwise had part time job na-tuition..,otherwise part time job natuition,40,6,0,0,0.025,0
ham,I know she called me,called,20,5,0,0,0.05,0
ham,"Me also da, i feel yesterday night  wait til 2day night dear.",feel yesterday night wait til day night dear,61,12,1,0,0.01639344262295082,0
ham,Thanks for understanding. I've been trying to tell sura that.,thanks understanding ive trying tell sura,61,10,0,0,0.03278688524590164,0
spam,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,win year supply cds store choice worth enter weekly draw txt music tscs,147,26,1,1,0.09523809523809523,1
ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,whole car appreciated last two dad having map reading semi argument apart things going,130,25,0,0,0.023076923076923078,0
spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",sim subscriber selected receive bonus delivered door txt word claim pmsg exp apr,148,29,1,0,0.0945945945945946,1
ham,I need you to be in my strong arms...,strong arms,37,9,0,0,0.02702702702702703,0
ham,Also maaaan are you missing out,maaaan missing,31,6,0,0,0.03225806451612903,0
ham,His bday real is in april .,bday real april,27,7,0,0,0.037037037037037035,0
ham,Guessin you ain't gonna be here before 9?,guessin aint gonna before,41,8,1,0,0.024390243902439025,0
ham,Ok then i will come to ur home after half an hour,home after half hour,49,12,0,0,0.02040816326530612,0
ham,"Yo, the game almost over? Want to go to walmart soon",game almost over walmart soon,52,11,0,0,0.038461538461538464,0
ham,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",yeah probably sure ilol personally wuldnt bother again goin mite well,124,25,0,0,0.03225806451612903,0
ham,I'll text now! All creepy like so he won't think that we forgot,ill text creepy like wont forgot,63,13,0,0,0.031746031746031744,0
ham,"that would be good Û_ I'll phone you tomo lunchtime, shall I, to organise something?",good ill phone tomo lunchtime organise something,85,15,0,0,0.03529411764705882,0
spam,You have 1 new voicemail. Please call 08719181513.,new voicemail please call,50,8,1,0,0.04,1
ham,"Damn, can you make it tonight or do you want to just wait til tomorrow",damn tonight wait til tomorrow,70,15,0,0,0.014285714285714285,0
ham,K..k..i'm also fine:)when will you complete the course?,kkim finewhen complete course,55,8,0,0,0.01818181818181818,0
ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",true passable high score apply phd years salary makes life easier,119,25,1,0,0.03361344537815126,0
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,nokia tone mob every week txt nok tone free txtin tell friends ptone reply info,143,31,1,0,0.0979020979020979,1
ham,Prakesh is there know.,prakesh,22,4,0,0,0.045454545454545456,0
ham,Teach me apps da. When you come to college.,teach apps college,43,9,0,0,0.046511627906976744,0
ham,Rofl betta invest in some  anti aging products,rofl betta invest anti aging products,46,8,0,0,0.021739130434782608,0
ham,"sir, you will receive the account no another 1hr time. Sorry for the delay.",sir receive account another time sorry delay,75,14,1,0,0.013333333333333334,0
spam,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,reply name address receive post weeks completely free accommodation various global locations php,159,23,1,0,0.1320754716981132,1
ham,So Ì_'ll be submitting da project tmr rite?,submitting project tmr rite,43,8,0,0,0.046511627906976744,0
spam,FREE entry into our å£250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,free entry weekly comp send word enter cust care,123,21,1,1,0.11382113821138211,1
ham,Jus ans me lar. U'll noe later.,jus ans lar ull noe later,31,7,0,0,0.06451612903225806,0
ham,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,send something sell fast ltgt easy money,76,15,0,0,0.013157894736842105,0
ham,have got * few things to do. may be in * pub later.,few things pub later,51,13,0,0,0.0,0
ham,1's finish meeting call me.,finish meeting call,27,5,1,0,0.0,0
ham,Lol ok. I'll snatch her purse too.,lol ill snatch purse,34,7,0,0,0.058823529411764705,0
ham,"\Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx\""""",hellodrivbyquit edrunk sorry iff pthis makes senrddnot dancce drum basqihave fun nhite ros xxxxxxx,129,21,1,0,0.007751937984496124,0
ham,How much are we getting?,much getting,24,5,0,0,0.041666666666666664,0
ham,Is ur paper in e morn or aft tmr?,paper morn aft tmr,33,9,0,0,0.030303030303030304,0
ham,"Dear relieved of westonzoyland, all going to plan this end too!",dear relieved westonzoyland going plan end,63,11,0,0,0.015873015873015872,0
ham,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,hope having great new semester wish best made greatness,96,19,0,0,0.03125,0
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,yes speak txt hmm email,53,14,1,0,0.07547169811320754,0
ham,"I want to show you the world, princess :) how about europe?",show world princess europe,59,12,0,0,0.01694915254237288,0
ham,Nobody can decide where to eat and dad wants Chinese,nobody decide eat dad wants chinese,52,10,0,0,0.038461538461538464,0
ham,No shoot me. I'm in the docs waiting room. :/,shoot docs waiting room,45,10,0,0,0.044444444444444446,0
ham,Now? I'm going out 4 dinner soon..,going dinner soon,34,7,1,0,0.058823529411764705,0
ham,Hello which the site to download songs its urgent pls,hello site download songs urgent pls,53,10,0,0,0.018867924528301886,0
ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",mean king havin credit goinbed night night sweet onlymore sleep,111,21,1,0,0.036036036036036036,0
ham,Horrible gal. Me in sch doing some stuff. How come u got mc?,horrible gal sch doing stuff,60,13,0,0,0.05,0
ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",hun comin nitetell every sorry hope ava goodtimeoli rang melnite ifink mite sortedbut explain everythin monlrsx,152,27,1,0,0.75,0
spam,Please CALL 08712402779 immediately as there is an urgent message waiting for you,please call immediately urgent message waiting,81,13,1,0,0.06172839506172839,1
ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,yeah like goes like friends imma flip shit like half hour,87,20,0,0,0.011494252873563218,0
ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,mum wan shun bian watch glass exhibition,84,17,0,0,0.023809523809523808,0
ham,What your plan for pongal?,plan pongal,26,5,0,0,0.038461538461538464,0
ham,Just wait till end of march when el nino gets himself. Oh.,wait till end march nino gets himself,58,12,0,0,0.034482758620689655,0
ham,"Not yet chikku..going to room nw, i'm in bus..",yet chikkugoing room bus,46,9,0,0,0.021739130434782608,0
ham,Am also doing in cbe only. But have to pay.,doing cbe pay,43,10,0,0,0.046511627906976744,0
ham,Honey boo I'm missing u.,honey boo missing,24,5,0,0,0.08333333333333333,0
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",sent customer service cum accounts executive mail details contact,97,18,0,0,0.08247422680412371,0
ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",parents gettin cash good news picked downstem,70,14,0,0,0.04285714285714286,0
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",thank much skyped wit sura didnt pleasure company hope good weve given ultimatum countin down aburo enjoy,179,35,0,0,0.0335195530726257,0
spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",hungry gay guys feeling hungry call pmin stop texts call pmin,120,20,1,0,0.025,1
ham,Ok. No wahala. Just remember that a friend in need ...,wahala remember friend,54,11,0,0,0.05555555555555555,0
ham,I will see in half an hour,half hour,26,7,0,0,0.038461538461538464,0
ham,"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",inperialmusic listeningthe weirdest track ever byleafcutter johnsounds like insects being molestedsomeone plumbingremixed evil men acid,156,19,1,0,0.019230769230769232,0
ham,\Hey sorry I didntgive ya a a bellearlier hunny,hey sorry didntgive bellearlier hunny,47,9,0,0,0.0425531914893617,0
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,seriously tell those exact words right,48,8,0,0,0.8125,0
spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA,phone wanna chat set meet call cum moro luv jane callsminmoremobsemspoboxpowa,147,27,1,1,0.1836734693877551,1
ham,"Tee hee. Off to lecture, cheery bye bye.",tee hee off lecture cheery bye bye,40,8,0,0,0.05,0
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",sorry chikku cell problem thts able reply msg,81,19,0,0,0.012345679012345678,0
ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,still havent collected dough pls place sent control number,116,26,0,0,0.008620689655172414,0
spam,network operator. The service is free. For T & C's visit 80488.biz,network operator service free visit biz,66,12,1,0,0.06060606060606061,1
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,contact ive settled room lets,81,18,0,0,0.037037037037037035,0
ham,Wot u up 2 u weirdo?,wot weirdo,20,6,1,0,0.05,0
ham,Can do lor...,lor,13,3,0,0,0.07692307692307693,0
ham,Dont put your phone on silent mode ok,dont put phone silent mode,37,8,0,0,0.02702702702702703,0
ham,Can i meet Ì_ at 5.. As 4 where depends on where Ì_ wan 2 in lor..,meet depends wan lor,66,17,1,0,0.06060606060606061,0
ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,waiting show start lor leh still busy doing report,69,15,1,0,0.028985507246376812,0
ham,Oh ho. Is this the first time u use these type of words,first time these type words,55,13,0,0,0.03636363636363636,0
ham,Am I the only one who doesn't stalk profiles?,one doesnt stalk profiles,45,9,0,0,0.044444444444444446,0
ham,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",ever green quote ever told jerry cartoon person irritates always one loves vry much fails express gud nyt,160,32,0,0,0.1,0
ham,Yes i thought so. Thanks.,yes thought thanks,25,5,0,0,0.08,0
ham,But if she.s drinkin i'm ok.,shes drinkin,28,6,0,0,0.03571428571428571,0
ham,"Just wondering, the others just took off",wondering others took off,40,7,0,0,0.025,0
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",night ended another day morning special way smile like sunny rays leaves worries blue blue bay gud mrng,156,31,0,0,0.019230769230769232,0
ham,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",dog must always wait till end day word run time cell already,138,33,0,0,0.028985507246376812,0
ham,Happy new year to u too!,happy new year,24,6,0,0,0.041666666666666664,0
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",heygreat dealfarm tour pax deposit,70,12,1,1,0.05714285714285714,0
ham,Eat jap done oso aft ur lect wat... ÌÏ got lect at 12 rite... ,eat jap done oso aft lect wat lect rite,62,14,1,0,0.04838709677419355,0
ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",hey babe saw came online second disappeared happened,86,17,0,0,0.023255813953488372,0
ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,birthdate certificate april real date today dont publish give special treat keep secret way thanks wishes,174,35,0,0,0.022988505747126436,0
ham,Happy birthday... May all ur dreams come true...,happy birthday dreams true,48,8,0,0,0.041666666666666664,0
ham,Aiyah u did ok already lar. E nydc at wheellock?,aiyah already lar nydc wheellock,48,10,0,0,0.041666666666666664,0
ham,TELL HER I SAID EAT SHIT.,tell eat shit,25,6,0,0,0.76,0
ham,Sure! I am driving but will reach my destination soon.,sure driving reach destination soon,54,10,0,0,0.037037037037037035,0
ham,"K so am I, how much for an 8th? Fifty?",much fifty,38,10,1,0,0.07894736842105263,0
ham,Your daily text from me ÛÒ a favour this time,daily text favour time,46,10,0,0,0.06521739130434782,0
ham,Great to hear you are settling well. So what's happenin wit ola?,great hear settling well whats happenin wit ola,64,12,0,0,0.03125,0
ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,those cocksuckers makes feel better ipads worthless garbage novelty items feel bad even wanting one,133,23,0,0,0.015037593984962405,0
ham,I tot u reach liao. He said t-shirt.,tot reach liao tshirt,36,8,0,0,0.05555555555555555,0
ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",fran decided way completely broke knackered bout mrw love janx dads fone credit,132,31,1,0,0.7272727272727273,0
ham,Your right! I'll make the appointment right now.,right ill appointment right,48,8,0,0,0.041666666666666664,0
ham,Designation is software developer and may be she get chennai:),designation software developer chennai,62,10,0,0,0.016129032258064516,0
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,enjoy jamster videosound gold club credits new videosounds logosmusicnews fun jamstercouk help call,163,23,1,0,0.012269938650306749,1
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",lions england tone reply lionm mono lionp poly original best tones gbp network operator rates apply,155,28,1,0,0.04516129032258064,1
ham,I jokin oni lar.. ÌÏ busy then i wun disturb Ì_.,jokin oni lar busy wun disturb,48,11,0,0,0.08333333333333333,0
ham,"Ok, be careful ! Don't text and drive !",careful dont text drive,39,9,0,0,0.05128205128205128,0
ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",ill always even spirit ill soon trying sure,103,23,0,0,0.02912621359223301,0
ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,much close heart away shattered plz stay,83,20,0,0,0.03614457831325301,0
ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,love babe sure everything alrite being idiot txt bak girlie,84,19,1,0,0.047619047619047616,0
ham,How abt making some of the pics bigger?,abt making pics bigger,39,8,0,0,0.02564102564102564,0
ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,colours lor one colour quite light other darker lor actually done shes styling hair,122,25,1,0,0.02459016393442623,0
ham,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",whenevr sad whenevr gray remembr listn watevr wanna jus walk wid little whileamp promise ill bring back smile,154,30,1,0,0.03896103896103896,0
ham,Why nothing. Ok anyway give me treat,nothing anyway give treat,36,7,0,0,0.05555555555555555,0
spam,"Win the newest ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",win newest harry potter order phoenix book reply harry answer questions chance first among readers,140,26,1,0,0.09285714285714286,1
ham,Correct. So how was work today,correct work today,30,6,0,0,0.06666666666666667,0
ham,"Just sent again. Do you scream and moan in bed, princess?",sent again scream moan bed princess,57,11,0,0,0.03508771929824561,0
ham,"I wake up long ago already... Dunno, what other thing?",wake long ago already dunno other thing,54,10,0,0,0.037037037037037035,0
ham,Oh just getting even with u.... u?,getting even,34,7,0,0,0.029411764705882353,0
ham,I thk 50 shd be ok he said plus minus 10.. Did Ì_ leave a line in between paragraphs?,thk shd plus minus leave line between paragraphs,85,19,1,0,0.03529411764705882,0
ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,call plz number shows coveragd area urgnt call vasai amp reach before clock call plz,139,29,1,0,0.02158273381294964,0
ham,Yeah jay's sort of a fucking retard,yeah jays sort fucking retard,35,7,0,0,0.02857142857142857,0
ham,"Sorry, was in the bathroom, sup",sorry bathroom sup,31,6,0,0,0.03225806451612903,0
spam,Ur balance is now å£500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,balance next question sang uptown girl answer txt answer good luck,126,26,1,1,0.09523809523809523,1
ham,My exam is for february 4. Wish you a great day.,exam february wish great day,48,11,1,0,0.041666666666666664,0
ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,dont ask questions like dont mistake,94,21,0,0,0.010638297872340425,0
ham,"Aight no rush, I'll ask jay",aight rush ill ask jay,27,6,0,0,0.07407407407407407,0
ham,Good Morning plz call me sir,good morning plz call sir,28,6,0,0,0.07142857142857142,0
ham,It's ok lar. U sleep early too... Nite...,lar sleep early nite,41,8,0,0,0.07317073170731707,0
ham,"Oh... Icic... K lor, den meet other day...",icic lor den meet other day,42,8,0,0,0.07142857142857142,0
ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",half hour much longer syria canada wow must much work done day extra time grins,150,35,0,0,0.04666666666666667,0
ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",sometimes put walls around heartsnot safe getting hurt find cares enough break walls amp closer goodnoon,162,29,0,0,0.06172839506172839,0
ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",sweet meet carlos gauge pattys interest,82,18,1,0,0.024390243902439025,0
ham,Then she buying today? ÌÏ no need to c meh...,buying today meh,45,10,0,0,0.06666666666666667,0
ham,Aight sorry I take ten years to shower. What's the plan?,aight sorry ten years shower whats plan,56,11,0,0,0.05357142857142857,0
ham,Every monday..nxt week vl be completing..,every mondaynxt week completing,41,6,0,0,0.024390243902439025,0
ham,Might ax well im there.,well,23,5,0,0,0.043478260869565216,0
ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,chill another hrs sleep pain surgical emergency unfolds okay,112,22,1,0,0.026785714285714284,0
ham,Yeah I'll try to scrounge something up,yeah ill try scrounge something,38,7,0,0,0.05263157894736842,0
ham,Crazy ar he's married. ÌÏ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,crazy hes married like looking guys frens like hes korean leonas fave dun thk aft thinking mayb most prob ill,160,33,0,0,0.03125,0
ham,Were somewhere on Fredericksburg,somewhere fredericksburg,32,4,0,0,0.0625,0
ham,Que pases un buen tiempo or something like that,que pases buen tiempo something like,47,9,0,0,0.02127659574468085,0
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,stay night xavier sleeping bag getting tired,82,18,0,0,0.04878048780487805,0
ham,She doesnt need any test.,doesnt test,25,5,0,0,0.04,0
ham,"Nothing much, chillin at home. Any super bowl plan?",nothing much chillin home super bowl plan,51,9,0,0,0.0392156862745098,0
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk",freeday sexy georges day pic jordantxt pic dont miss every saucy celeb pics pocketbabecouk,155,26,1,1,0.10967741935483871,1
ham,Bugis oso near wat... ,bugis oso near wat,22,4,0,0,0.045454545454545456,0
ham,Yo theres no class tmrw right?,theres class tmrw right,30,6,0,0,0.03333333333333333,0
ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,heart compass mind map soul guide never loose worldgnun sent via waysmscom,121,25,1,0,0.23140495867768596,0
ham,"Goodnight, sleep well da please take care pa. Please.",goodnight sleep well please care please,53,9,0,0,0.03773584905660377,0
ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,baaaaabe misss youuuuu teach class,84,20,1,0,0.047619047619047616,0
ham,U ned to convince him tht its not possible witot hurting his feeling its the main,ned convince tht possible witot hurting feeling main,81,16,0,0,0.012345679012345678,0
